,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_name,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets
825,lon_N262_edge164400,[FrH0][C][=C][Branch][C][Branch][C][Branch][C][S][C][Branch][FrH0][pop][C][pop][=C][Branch][C][pop][Ring1][=N][pop][=Ring1][->][Ring1][pop][C][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lon],[FrH0][C][=C][Branch][C][Branch][C][Branch][C][S][C][Branch][FrH0][pop][C][pop][=C][Branch][C][pop][Ring1][=N][pop][=Ring1][->][Ring1][pop][C],Cc1c([Fr])c(C)c2c(SC(C)[Fr])c1-2,"[-6.666042, 0.53890586]",lon_N262_Cc1c([Fr])c(C)c2c(SC(C)[Fr])c1-2,[:0sulfonic_acid][:5benzenealcohol][FrH0][N][:1pyrimidine][:0propyl][:0benzenediol][:0methyl][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][S][=Ring1][:1alkyne][FrH0][#C][:=1methyl_amine][:=1methyl_amine][#C][#C][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:1pyrimidine][:0propyl][:1carboxylic_acid][:2pyridine][:1alkyne][:1alkyne][:0propyl][:0methyl][:2imidazole][:2imidazole][:2imidazole][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][lon],[:0sulfonic_acid][:5benzenealcohol][FrH0][N][:1pyrimidine][:0propyl][:0benzenediol][:0methyl][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][S][=Ring1][:1alkyne][FrH0][#C][:=1methyl_amine][:=1methyl_amine][#C][#C][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:1pyrimidine][:0propyl][:1carboxylic_acid][:2pyridine][:1alkyne][:1alkyne][:0propyl][:0methyl][:2imidazole][:2imidazole][:2imidazole],CCCC#Cc1c(CCC)c(CCC)c(OS[Fr])c(Oc2cccc(O)c2Oc2cccc(O)c2-c2cncnc2S(=O)O[Fr])c1OCN=C=CCCC,"[10.1844073427, 0.8664913039271327]"
1452,nbo_N549_edge133354,[S][=C][C][=Branch][=C][Branch][C][:=1methyl_amine][Ring1][=C][Branch][C][Branch][N][Ring1][=Branch][pop][=C][S][pop][FrH0][pop][pop][C][=S][pop][FrH0][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],[S][=C][C][=Branch][=C][Branch][C][:=1methyl_amine][Ring1][=C][Branch][C][Branch][N][Ring1][=Branch][pop][=C][S][pop][FrH0][pop][pop][C][=S][pop][FrH0],S=CC([Fr])=C(C=S)C1=CN=C([Fr])C(=CS)N1,"[-6.9985204, 0.5637473]",nbo_N549_S=CC([Fr])=C(C=S)C1=CN=C([Fr])C(=CS)N1,[:0amide][:2benzenealcohol][:5benzenediol][:5benzenediol][S][S][S][S][=Branch][:0propyl][S][:0propyl][:0propyl][FrH0][FrH0][:0O_nitrile][:0methyl][=Ring2][:0methyl][:1imidazole][:3pyrimidine][FrH0][FrH0][pop][:3pyrimidine][Ring2][:1benzenediol][=S][:0benzenealcohol][:0pyrimidine][:0benzenediol][:0benzenediol][:0pyrimidine][:0pyrimidine][pop][S][Branch][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],[:0amide][:2benzenealcohol][:5benzenediol][:5benzenediol][S][S][S][S][=Branch][:0propyl][S][:0propyl][:0propyl][FrH0][FrH0][:0O_nitrile][:0methyl][=Ring2][:0methyl][:1imidazole][:3pyrimidine][FrH0][FrH0][pop][:3pyrimidine][Ring2][:1benzenediol][=S][:0benzenealcohol][:0pyrimidine][:0benzenediol][:0benzenediol][:0pyrimidine][:0pyrimidine][pop][S][Branch],CCC[SH](CCC)SSSc1c(O[Fr])c(CC)c(-n2cncc2[Fr])c(-c2c(O)cccc2Oc2ncccn2)c1ONC=O,"[10.5140502586, 0.9232243998627788]"
948,ths_N298_edge85335,[F][C][=C][Branch][N][Branch][C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][F][pop][F][pop][FrH0][pop][F][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ths],[F][C][=C][Branch][N][Branch][C][Branch][C][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][F][pop][F][pop][FrH0][pop][F],FC1=C(F)N([Fr])C(F)C(F)N1[Fr],"[-1.5937356, -0.012397961]",ths_N298_FC1=C(F)N([Fr])C(F)C(F)N1[Fr],[:0sulfonic_acid][Cl][:1benzenediol][=Branch][N][Branch][FrH0][pop][:0propyl][pop][Cl][:0propyl][pop][FrH0][:0benzenediol][N][:1imidazole][pop][:0imidazole][FrH0][pop][pop][Ring2][:0propyl][:0propyl][:0benzenediol][Branch][Branch][:1methyl_amine][:1methyl_amine][#N][Branch][:1imidazole][:0propyl][:0propyl][:0propyl][:0propyl][:0pyridine][:2benzenealcohol][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ths],[:0sulfonic_acid][Cl][:1benzenediol][=Branch][N][Branch][FrH0][pop][:0propyl][pop][Cl][:0propyl][pop][FrH0][:0benzenediol][N][:1imidazole][pop][:0imidazole][FrH0][pop][pop][Ring2][:0propyl][:0propyl][:0benzenediol][Branch][Branch][:1methyl_amine][:1methyl_amine][#N][Branch][:1imidazole][:0propyl][:0propyl][:0propyl][:0propyl][:0pyridine][:2benzenealcohol],CCCc1c(CN=Nn2cnc(-c3ccccn3)c2CCC)c(-c2c(O)ccc([Fr])c2On2ccnc2)c(OO[SH]=O)c(CCC)c1ON([Fr])CCC,"[5.0924779318, 0.428810428433415]"
1170,srs_N681_edge153905,[FrH0][C][=Branch][=C][Branch][C][=C][Branch][C][N][Branch][C][=Branch][=C][=C][pop][Ring1][Branch][pop][FrH0][pop][:1alkyne][pop][:1alkyne][pop][:1alkyne][.][Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][&&][srs],[FrH0][C][=Branch][=C][Branch][C][=C][Branch][C][N][Branch][C][=Branch][=C][=C][pop][Ring1][Branch][pop][FrH0][pop][:1alkyne][pop][:1alkyne][pop][:1alkyne],C#CC([Fr])=C(C#C)C1=C(C#C)CN([Fr])C1=C=C,"[-6.92429, 0.66022414]",srs_N681_C#CC([Fr])=C(C#C)C1=C(C#C)CN([Fr])C1=C=C,[:0methyl_amine][S][:0pyrimidine][:0amide][FrH0][:0pyridine][:0benzenediol][:0benzenediol][:0benzenediol][:0pyridine][:0propyl][:1pyrimidine][:0pyridine][:2imidazole][:0imidazole][:0propyl][:2imidazole][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:2imidazole][:0methyl][:0methyl][#Branch][:0benzenediol][:0benzenediol][:=0methyl_amine][=S][=S][:0propyl][:0propyl][:=0amide][:1imidazole][FrH0][:2pyridine][:=1methyl_amine][.][Fr][C][C][=C][N][Ag][Ag][Branch2][Ring2][=Branch1][Ag][Ring1][Ring1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][Branch1][#Branch1][N][Ring1][N][C][=Ring1][S][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][O][Branch1][#C][N][N][Ring2][Ring1][N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][N][Ring1][#Branch1][&&][srs],[:0methyl_amine][S][:0pyrimidine][:0amide][FrH0][:0pyridine][:0benzenediol][:0benzenediol][:0benzenediol][:0pyridine][:0propyl][:1pyrimidine][:0pyridine][:2imidazole][:0imidazole][:0propyl][:2imidazole][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:2imidazole][:0methyl][:0methyl][#Branch][:0benzenediol][:0benzenediol][:=0methyl_amine][=S][=S][:0propyl][:0propyl][:=0amide][:1imidazole][FrH0][:2pyridine][:=1methyl_amine],CCCOc1c(Oc2cccc(O)c2-c2cnc(CN)nc2[Fr])c(O)cc(-c2c(O)cc(CN)c([Fr])c2ONC=[SH]CCC)c1-c1c(CCC)nc(CCC)n1CCC,"[10.4227768959, 0.7570737393139856]"
1406,crb_N601_edge216116,[F][:2imidazole][Branch][FrH0][pop][Ring2][:0benzene][Branch][FrH0][pop][pop][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][crb],[F][:2imidazole][Branch][FrH0][pop][Ring2][:0benzene][Branch][FrH0][pop][pop],Fc1c(-c2ccc([Fr])cc2)ncn1[Fr],"[-5.7797766, 0.40951067]",crb_N601_Fc1c(-c2ccc([Fr])cc2)ncn1[Fr],[:0propyl][C][:0pyrimidine][Ring1][:0benzenediol][Ring2][:0benzenediol][Ring1][Cl][pop][Ring2][FrH0][pop][pop][pop][Ring2][:0benzenediol][Ring1][FrH0][pop][pop][pop][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][crb],[:0propyl][C][:0pyrimidine][Ring1][:0benzenediol][Ring2][:0benzenediol][Ring1][Cl][pop][Ring2][FrH0][pop][pop][pop][Ring2][:0benzenediol][Ring1][FrH0][pop][pop][pop],CCCc1nc(-c2c(O)cccc2O[Fr])cc(-c2c(O)ccc(-c3c(O)cc([Fr])cc3OCl)c2O)n1,"[9.2509343826, 0.8528127784702373]"
1714,utk_N713_edge162808,[FrH0][C][=C][Branch][:0benzenealcohol][#Branch][Ring1][O][pop][Branch][FrH0][pop][Ring2][:0methyl][pop][pop][:0methyl][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][utk],[FrH0][C][=C][Branch][:0benzenealcohol][#Branch][Ring1][O][pop][Branch][FrH0][pop][Ring2][:0methyl][pop][pop][:0methyl],CCc1c([Fr])oc2c(CC)cc([Fr])cc12,"[-8.890552, 0.8252523]",utk_N713_CCc1c([Fr])oc2c(CC)cc([Fr])cc12,[FrH0][S][S][Branch][S][=S][:1imidazole][:0propyl][:1methyl_amine][Branch][FrH0][:0propyl][Ring2][:0propyl][:0propyl][=P][=P][:0benzenediol][:1pyrimidine][Ring2][:0benzenediol][=P][:3benzenealcohol][=P][:3pyrimidine][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][utk],[FrH0][S][S][Branch][S][=S][:1imidazole][:0propyl][:1methyl_amine][Branch][FrH0][:0propyl][Ring2][:0propyl][:0propyl][=P][=P][:0benzenediol][:1pyrimidine][Ring2][:0benzenediol][=P][:3benzenealcohol][=P][:3pyrimidine],CCCc1nc(Pc2c(O)ccc(Pc3ccncn3)c2O)c(CN[Fr])n1[SH]=[SH]SS[Fr],"[12.3600341715, 1.1731819507852823]"
743,ths_N310_edge174710,[:0amide][Ring1][C][Branch][C][Branch][:1amide][pop][Branch][C][O][FrH0][pop][N][pop][C][C][=C][C][C][O][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][ths],[:0amide][Ring1][C][Branch][C][Branch][:1amide][pop][Branch][C][O][FrH0][pop][N][pop][C][C][=C][C][C][O][FrH0][pop],NC(=O)C(CC=CCCO[Fr])C(N)(CO[Fr])C(N)=O,"[-4.3173013, 0.34848627]",ths_N310_NC(=O)C(CC=CCCO[Fr])C(N)(CO[Fr])C(N)=O,[:0amide][:0sulfonic_acid][:0sulfonic_acid][Branch][N][O][FrH0][pop][:0benzenediol][:0methyl][:0benzenediol][:0benzenediol][:0benzenediol][Cl][:0benzenediol][Branch][FrH0][pop][pop][pop][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:2imidazole][:2imidazole][:2imidazole][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0benzenediol][:0benzenealcohol][:0pyrimidine][Branch][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][ths],[:0amide][:0sulfonic_acid][:0sulfonic_acid][Branch][N][O][FrH0][pop][:0benzenediol][:0methyl][:0benzenediol][:0benzenediol][:0benzenediol][Cl][:0benzenediol][Branch][FrH0][pop][pop][pop][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:2imidazole][:2imidazole][:2imidazole][:0pyrimidine][:0pyrimidine][:0pyrimidine][:0benzenediol][:0benzenealcohol][:0pyrimidine][Branch],O=C(NOS(=O)NO[Fr])c1c(O)ccc(-c2c(O)cccc2Oc2c(O)cccc2Oc2[nH]cnc2-c2nccc(-c3nccc(-c4ccccc4O)n3)n2)c1Oc1c(O)cccc1Oc1c(O)cc([Fr])cc1O,"[7.7756784495, 0.7214820844128839]"
201,hex_N178_edge179020,[P][C][Branch][FrH0][pop][C][=C][S][Branch][C][Branch][C][Branch][FrH0][pop][P][pop][N][pop][C][.][Fr][C][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch2][Ring2][S][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring1][#C][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][hex],[P][C][Branch][FrH0][pop][C][=C][S][Branch][C][Branch][C][Branch][FrH0][pop][P][pop][N][pop][C],C[SH](C=CC(P)[Fr])C(N)C(P)[Fr],"[-18.430866, 1.8680179]",hex_N178_C[SH](C=CC(P)[Fr])C(N)C(P)[Fr],[:3benzenediol][:3benzenediol][:0alkene][:3benzenediol][#N][#Branch][#Branch][SH2][P][FrH0][Cl][Cl][:4benzenealcohol][:2benzenediol][:0benzenealcohol][:2benzenealcohol][:2benzenealcohol][:1benzenealcohol][:4benzenealcohol][=N][=N][#C][#C][FrH0][FrH0][:3pyrimidine][:3pyrimidine][:3pyrimidine][:4benzenealcohol][:4benzenealcohol][:0pyridine][:0pyridine][:0pyridine][:0pyridine][:1pyridine][:1pyridine][:1methyl_amine][:1benzenediol][:3benzenealcohol][.][Fr][C][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch2][Ring2][S][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring1][#C][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][hex],[:3benzenediol][:3benzenediol][:0alkene][:3benzenediol][#N][#Branch][#Branch][SH2][P][FrH0][Cl][Cl][:4benzenealcohol][:2benzenediol][:0benzenealcohol][:2benzenealcohol][:2benzenealcohol][:1benzenealcohol][:4benzenealcohol][=N][=N][#C][#C][FrH0][FrH0][:3pyrimidine][:3pyrimidine][:3pyrimidine][:4benzenealcohol][:4benzenealcohol][:0pyridine][:0pyridine][:0pyridine][:0pyridine][:1pyridine][:1pyridine][:1methyl_amine][:1benzenediol][:3benzenealcohol],O=Cc1c(O)cc(-c2c(O)cc(O)cc2-c2ccc(O)cc2-c2cc(O)cc(-c3ccnc(-c4ccnc(-c5ccccc5Oc5ncccc5-c5ncccc5-c5cnccc5Oc5cccc(O)c5)n4)n3)c2N=NC#C[Fr])c(Cl)c1O[SH2]P[Fr],"[21.8749378256, 1.9952520880464057]"
719,ths_N298_edge92250,[FrH0][C][=S][Branch][N][Branch][C][Branch][:0benzene][pop][Ring1][Ring2][pop][FrH0][pop][:0benzene][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ths],[FrH0][C][=S][Branch][N][Branch][C][Branch][:0benzene][pop][Ring1][Ring2][pop][FrH0][pop][:0benzene],[Fr]C1=S(c2ccccc2)N([Fr])C1c1ccccc1,"[-6.163678, 0.54231036]",ths_N298_[Fr]C1=S(c2ccccc2)N([Fr])C1c1ccccc1,[:0propyl][C][:1pyrimidine][Branch][:0methyl][pop][Ring2][:1pyrimidine][Branch][:0methyl][pop][Ring2][:0benzenediol][:0benzenediol][FrH0][pop][Ring2][FrH0][pop][pop][:1imidazole][Cl][pop][pop][Ring1][:0propyl][pop][pop][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ths],[:0propyl][C][:1pyrimidine][Branch][:0methyl][pop][Ring2][:1pyrimidine][Branch][:0methyl][pop][Ring2][:0benzenediol][:0benzenediol][FrH0][pop][Ring2][FrH0][pop][pop][:1imidazole][Cl][pop][pop][Ring1][:0propyl][pop][pop],CCCc1nc(CC)nc(CCC)c1-c1nc(CC)nc(Cl)c1-c1c(O)cc([Fr])cc1O[Fr],"[9.5926480564, 0.6476291824334003]"
143,nbo-a_N186_edge55277,[:0nitrile][C][C][Branch][C][=N][C][Branch][C][Branch][:0nitrile][pop][Branch][:0nitrile][pop][Ring1][Branch][pop][Branch][:0nitrile][pop][FrH0][pop][FrH0][pop][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][nbo-a],[:0nitrile][C][C][Branch][C][=N][C][Branch][C][Branch][:0nitrile][pop][Branch][:0nitrile][pop][Ring1][Branch][pop][Branch][:0nitrile][pop][FrH0][pop][FrH0][pop],N#CC1([Fr])C=NC([Fr])(C#N)C1(C#N)C#N,"[-4.774041, 0.24129619]",nbo-a_N186_N#CC1([Fr])C=NC([Fr])(C#N)C1(C#N)C#N,[FrH0][P][S][:0pyrimidine][:0benzenediol][=P][=P][=P][=P][=P][:0pyrimidine][:0pyrimidine][FrH0][:0pyridine][:=1methyl_amine][:=1methyl_amine][:=1methyl_amine][:1pyrimidine][:1pyrimidine][:0propyl][:0propyl][:0benzenediol][pop][:0benzenediol][:2pyridine][:2pyridine][F][Branch][:1carboxylic_acid][SH2][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][nbo-a],[FrH0][P][S][:0pyrimidine][:0benzenediol][=P][=P][=P][=P][=P][:0pyrimidine][:0pyrimidine][FrH0][:0pyridine][:=1methyl_amine][:=1methyl_amine][:=1methyl_amine][:1pyrimidine][:1pyrimidine][:0propyl][:0propyl][:0benzenediol][pop][:0benzenediol][:2pyridine][:2pyridine][F][Branch][:1carboxylic_acid][SH2],CCCc1cncnc1NC=NCc1c(F)nc(P=[PH]=[PH]=[PH]=Pc2nc(SP[Fr])ncc2[SH2])nc1[Fr],"[8.1982600214, 0.7022013754886532]"
1556,sra_N93_edge190662,[Br][S][C][C][=Branch][=C][Branch][C][C][=Branch][=C][Ring1][=Branch][Ring1][Ring1][pop][FrH0][pop][Br][pop][FrH0][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sra],[Br][S][C][C][=Branch][=C][Branch][C][C][=Branch][=C][Ring1][=Branch][Ring1][Ring1][pop][FrH0][pop][Br][pop][FrH0],BrSC1C([Fr])=C(Br)C2C([Fr])=C12,"[-5.346743, 0.40660408]",sra_N93_BrSC1C([Fr])=C(Br)C2C([Fr])=C12,[:0propyl][C][:1benzenediol][=Branch][FrH0][pop][:3pyrimidine][:3pyrimidine][:0pyrimidine][:0pyrimidine][Ring1][=Ring2][pop][pop][pop][Ring2][:0propyl][pop][Ring1][:1methyl_amine][:2pyrimidine][N][FrH0][pop][pop][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Cu][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sra],[:0propyl][C][:1benzenediol][=Branch][FrH0][pop][:3pyrimidine][:3pyrimidine][:0pyrimidine][:0pyrimidine][Ring1][=Ring2][pop][pop][pop][Ring2][:0propyl][pop][Ring1][:1methyl_amine][:2pyrimidine][N][FrH0][pop][pop][pop],CCCOc1c(CCC)c(CNN[Fr])cc(O[Fr])c1-c1ccnc(-c2ncccn2)n1,"[8.7650650897, 0.7977935146205903]"
1349,hex_N209_edge214303,[FrH0][:0benzene][Branch][C][=C][Branch][C][Branch][FrH0][pop][=C][Ring1][Branch][pop][C][pop][Ring1][C][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][hex],[FrH0][:0benzene][Branch][C][=C][Branch][C][Branch][FrH0][pop][=C][Ring1][Branch][pop][C][pop][Ring1][C][pop],CC1=C(c2ccc([Fr])cc2C)C=C1[Fr],"[-21.684036, 2.3576436]",hex_N209_CC1=C(c2ccc([Fr])cc2C)C=C1[Fr],[:0benzenealcohol][=S][=S][FrH0][=S][=S][C][FrH0][pop][=S][=S][=S][=S][=Ring2][=Ring2][P][:0methyl][:0methyl][:2pyridine][:0propyl][:2benzenealcohol][Branch][=P][=S][Ring2][:1imidazole][S][:2pyrimidine][C][Branch][=P][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][hex],[:0benzenealcohol][=S][=S][FrH0][=S][=S][C][FrH0][pop][=S][=S][=S][=S][=Ring2][=Ring2][P][:0methyl][:0methyl][:2pyridine][:0propyl][:2benzenealcohol][Branch][=P][=S][Ring2][:1imidazole][S][:2pyrimidine][C][Branch][=P],CCCc1c2c(c(S[Fr])c(SC[Fr])c1[SH]=S=[SH]CC)OS(c1cncnc1P)=P2,"[25.0960681933, 2.793434527884888]"
